0.942767,0.85199,0.80101,0.763076,0.803412,0.826521,0.884375,0.975939,1,0.997888,0.995196,0.994409,0.993622,0.99151,0.984346,0.957759,0.93788,0.921812,0.907897,0.89419,0.877252,0.868804,0.854972,0.823995,0.785149,0.751232,0.71806,0.687953,0.650433,0.621195,0.585331,0.559407,0.540398,0.517621,0.498737,0.487887,0.487473,0.488384,0.498116,0.500559,0.514018,0.526691,0.543173,0.554479,0.572659,0.5973,0.612706,0.628857,0.646788,0.653994,0.650101,0.658508,0.667164,0.668116,0.674991,0.679505,0.682983,0.701288,0.817824,0.883132,0.875761,0.877252,0.879074,0.881931,0.884955,0.884085,0.888972,0.89245,0.886487,0.864207,0.839359,0.807347,0.755953,0.698058,0.66207,0.636518,0.630347,0.621071,0.61722,0.609434,0.605085,0.601897,0.596969,0.606079,0.60902,0.617012,0.61929,0.628442,0.632956,0.638671,0.644552,0.66091,0.721539,0.759225,0.815132,0.892202,0.941152,0.952209,0.965876,0.983932,
0.934558,0.905586,0.861733,0.854687,0.869455,0.887718,0.924863,0.972268,0.995322,1,0.999944,0.993574,0.99442,0.996956,0.983259,0.967927,0.962178,0.952201,0.942111,0.931064,0.917536,0.907333,0.89978,0.88225,0.859647,0.837157,0.811454,0.78141,0.751311,0.724875,0.706555,0.700355,0.686038,0.667381,0.648554,0.642072,0.642974,0.647652,0.65436,0.656446,0.65746,0.658926,0.66879,0.688011,0.704019,0.713376,0.723127,0.73006,0.739248,0.759033,0.768108,0.767939,0.764782,0.765459,0.775041,0.779888,0.785863,0.813539,0.865002,0.902824,0.908517,0.902599,0.905135,0.91793,0.924807,0.929204,0.931458,0.926103,0.916634,0.909926,0.896342,0.870526,0.834395,0.801308,0.772504,0.750803,0.742517,0.738797,0.734682,0.736712,0.736712,0.729891,0.719182,0.718054,0.726284,0.729102,0.727637,0.731695,0.738064,0.74449,0.754918,0.774139,0.805479,0.840821,0.88039,0.918832,0.946508,0.960543,0.977904,0.988558,
0.923739,0.904539,0.869635,0.852963,0.862644,0.881144,0.903517,0.940088,0.976605,0.989083,0.985694,0.982145,0.986662,0.99801,1,0.997687,0.985963,0.975207,0.964989,0.946273,0.92745,0.922448,0.917608,0.91067,0.901366,0.88507,0.865172,0.852264,0.834947,0.811014,0.787835,0.761106,0.737227,0.719641,0.704313,0.686082,0.66871,0.661235,0.654727,0.651016,0.642143,0.638432,0.6394,0.645047,0.650532,0.655695,0.669463,0.687856,0.70114,0.712542,0.718296,0.727708,0.740024,0.750081,0.75761,0.751802,0.755566,0.762235,0.771593,0.780574,0.775788,0.772722,0.778638,0.792137,0.828278,0.878563,0.911208,0.925514,0.927934,0.928364,0.923416,0.914058,0.919705,0.929547,0.925191,0.914327,0.903087,0.895074,0.883349,0.849844,0.816339,0.800796,0.780628,0.757018,0.743197,0.746639,0.751425,0.742605,0.736743,0.732548,0.720931,0.720394,0.726417,0.727815,0.732441,0.730504,0.728999,0.737872,0.743519,0.743896,
0.904334,0.898707,0.885883,0.876197,0.879877,0.892971,0.916455,0.943672,0.967318,0.982198,0.990098,0.992371,0.995996,0.998972,1,0.997349,0.990693,0.979871,0.966506,0.953087,0.940047,0.930577,0.921812,0.913208,0.902007,0.889616,0.87149,0.85477,0.835723,0.814566,0.79092,0.767816,0.745793,0.727558,0.708241,0.691737,0.678481,0.6682,0.658731,0.65332,0.647746,0.646015,0.645257,0.64845,0.655105,0.663276,0.674909,0.68914,0.702127,0.713652,0.723608,0.732753,0.743412,0.751853,0.756182,0.760078,0.763811,0.768411,0.774742,0.777772,0.78091,0.78394,0.792922,0.81224,0.841188,0.873492,0.90244,0.919593,0.928684,0.929766,0.92798,0.925762,0.926357,0.926627,0.924679,0.918349,0.908014,0.895514,0.876305,0.854066,0.829555,0.806125,0.784644,0.76998,0.757751,0.752881,0.749797,0.746064,0.741248,0.73535,0.731183,0.728803,0.729722,0.731941,0.733943,0.735945,0.738109,0.741681,0.74536,0.74628,
0.943132,0.861892,0.811117,0.775802,0.788485,0.816546,0.851281,0.91105,0.980933,1,0.998674,0.99685,0.995772,0.994736,0.99341,0.989969,0.974923,0.952499,0.935878,0.921081,0.909227,0.896792,0.882492,0.872171,0.861436,0.840504,0.810205,0.775844,0.745461,0.717027,0.68992,0.656263,0.627124,0.598773,0.571002,0.55177,0.531957,0.514466,0.497637,0.488767,0.487814,0.48856,0.496145,0.499793,0.508746,0.520186,0.531957,0.547293,0.558029,0.575686,0.595333,0.611622,0.625591,0.640927,0.650667,0.653196,0.653817,0.661734,0.667579,0.668615,0.675744,0.678604,0.682873,0.694935,0.76374,0.847675,0.882077,0.877104,0.878347,0.880005,0.882948,0.885393,0.88502,0.887963,0.891403,0.889787,0.880544,0.859198,0.836193,0.80664,0.761668,0.710271,0.672552,0.646854,0.633549,0.627787,0.620824,0.616265,0.60926,0.605861,0.602504,0.598649,0.603706,0.608265,0.613653,0.619581,0.624098,0.630482,0.633798,0.6396,
0.924089,0.907988,0.882079,0.861954,0.854527,0.859969,0.877147,0.920971,0.967742,0.987641,0.988321,0.997506,1,0.980611,0.965247,0.962356,0.965928,0.966778,0.9568,0.939622,0.915925,0.89784,0.900675,0.901128,0.893928,0.88242,0.858212,0.846023,0.842735,0.827768,0.800669,0.769318,0.75197,0.744657,0.738817,0.718692,0.690515,0.671467,0.662453,0.651341,0.655139,0.662112,0.663019,0.663756,0.674415,0.689778,0.706049,0.710301,0.71495,0.733432,0.747945,0.748739,0.751063,0.75815,0.768411,0.772776,0.772209,0.776915,0.776518,0.771302,0.782414,0.797948,0.799592,0.807699,0.83134,0.866035,0.890753,0.89852,0.911503,0.914904,0.905607,0.904756,0.908782,0.904643,0.912807,0.919893,0.910369,0.893701,0.885481,0.866602,0.838143,0.81076,0.787743,0.765746,0.754238,0.755428,0.755145,0.741595,0.73757,0.741595,0.746924,0.742956,0.731617,0.726402,0.734792,0.748172,0.762175,0.765916,0.768864,0.769488,
0.912894,0.907858,0.894523,0.879185,0.87598,0.881703,0.901849,0.931208,0.96114,0.982716,0.996566,1,0.998283,0.990213,0.981285,0.976879,0.973731,0.967893,0.959767,0.946145,0.92972,0.918159,0.910948,0.904825,0.896698,0.885938,0.871516,0.858181,0.843416,0.82659,0.805529,0.784696,0.766325,0.751731,0.737366,0.721113,0.701139,0.68437,0.672008,0.665427,0.663824,0.665827,0.669662,0.674984,0.683626,0.6945,0.70669,0.716649,0.72695,0.737595,0.74824,0.755451,0.761232,0.767126,0.773193,0.777485,0.78069,0.78172,0.784696,0.786642,0.792709,0.800721,0.811538,0.82533,0.845075,0.868597,0.889315,0.903966,0.913295,0.916214,0.916671,0.914954,0.916214,0.916729,0.918617,0.919705,0.912665,0.902764,0.888399,0.86751,0.845247,0.821725,0.79889,0.781205,0.768672,0.763177,0.75734,0.753334,0.750587,0.750072,0.74824,0.745836,0.74349,0.741544,0.746867,0.755222,0.76415,0.769988,0.774166,0.774795,
0.943132,0.861892,0.811117,0.775802,0.788485,0.816546,0.851281,0.91105,0.980933,1,0.998674,0.99685,0.995772,0.994736,0.99341,0.989969,0.974923,0.952499,0.935878,0.921081,0.909227,0.896792,0.882492,0.872171,0.861436,0.840504,0.810205,0.775844,0.745461,0.717027,0.68992,0.656263,0.627124,0.598773,0.571002,0.55177,0.531957,0.514466,0.497637,0.488767,0.487814,0.48856,0.496145,0.499793,0.508746,0.520186,0.531957,0.547293,0.558029,0.575686,0.595333,0.611622,0.625591,0.640927,0.650667,0.653196,0.653817,0.661734,0.667579,0.668615,0.675744,0.678604,0.682873,0.694935,0.76374,0.847675,0.882077,0.877104,0.878347,0.880005,0.882948,0.885393,0.88502,0.887963,0.891403,0.889787,0.880544,0.859198,0.836193,0.80664,0.761668,0.710271,0.672552,0.646854,0.633549,0.627787,0.620824,0.616265,0.60926,0.605861,0.602504,0.598649,0.603706,0.608265,0.613653,0.619581,0.624098,0.630482,0.633798,0.6396,
0.931945,0.91711,0.893126,0.876375,0.881691,0.887625,0.893065,0.926011,0.968723,0.995364,1,0.986216,0.985041,0.986401,0.978613,0.970948,0.974657,0.963902,0.952528,0.9461,0.948819,0.960687,0.95463,0.93009,0.908518,0.887192,0.88064,0.873656,0.848683,0.827358,0.815243,0.804797,0.797256,0.782235,0.766782,0.757696,0.740883,0.735629,0.732105,0.71418,0.700766,0.697985,0.716034,0.720608,0.719187,0.733033,0.745395,0.746693,0.749969,0.770182,0.784337,0.778465,0.78446,0.806836,0.814996,0.81413,0.804117,0.801953,0.807702,0.814316,0.80968,0.804488,0.81345,0.832921,0.865187,0.911485,0.930832,0.931079,0.937508,0.936519,0.927556,0.925516,0.932377,0.933552,0.922796,0.918531,0.920695,0.916862,0.901471,0.881011,0.85505,0.82334,0.809865,0.805786,0.796267,0.791507,0.792558,0.786191,0.775065,0.776301,0.77865,0.775189,0.769811,0.772222,0.783348,0.794907,0.798121,0.7865,0.772531,0.768204,
0.924323,0.919257,0.909188,0.899806,0.897742,0.903183,0.920633,0.942648,0.969979,0.989118,1,0.999875,0.997999,0.994058,0.989118,0.98524,0.980362,0.973607,0.968228,0.965289,0.962537,0.961536,0.95328,0.938958,0.921258,0.905185,0.889549,0.875414,0.858778,0.842329,0.827381,0.815185,0.80299,0.790794,0.776909,0.765401,0.754331,0.744199,0.733942,0.724373,0.717493,0.716117,0.719119,0.725186,0.732441,0.740134,0.749203,0.75702,0.765464,0.775283,0.785728,0.793671,0.801801,0.810495,0.817437,0.819126,0.81775,0.817062,0.817875,0.817875,0.819751,0.822878,0.833636,0.853086,0.87998,0.906936,0.928201,0.938708,0.943836,0.943711,0.94196,0.939271,0.939834,0.938958,0.935456,0.931703,0.927388,0.920445,0.905935,0.888048,0.864782,0.844643,0.82613,0.815748,0.808744,0.803052,0.798424,0.793983,0.789418,0.787666,0.784727,0.783914,0.784602,0.786916,0.791919,0.797486,0.798049,0.793733,0.787354,0.783976,
